Length(mm),Welding Current (avg) (A),Welding Voltage (avg) (V),Welding Wire Speed (avg) (m/min),Welding Gas Usage (l),Welding Robot Speed (m/s),Welding Cycle Time
49.00,92.84,12.05,4.07,1.31,0.00,4.64
49.00,93.42,12.56,4.59,1.30,0.00,4.64
32.00,106.15,10.92,4.13,1.27,0.01,4.64
32.00,108.15,11.97,5.09,1.26,0.00,4.64
32.00,108.69,11.20,4.38,1.31,0.01,4.66
32.00,109.66,11.00,4.11,1.24,0.01,4.66
32.00,107.20,11.35,4.56,1.34,0.01,4.66
32.00,108.38,11.21,4.69,1.28,0.00,4.66
32.00,103.41,11.43,4.63,1.22,0.01,4.66
32.00,107.77,11.21,4.38,1.35,0.01,4.67
32.00,108.92,12.01,4.73,1.34,0.01,4.67
49.00,93.35,12.37,4.28,1.32,0.00,4.67
49.00,92.53,12.19,4.18,1.31,0.00,4.67
32.00,106.70,10.89,4.38,1.28,0.01,4.67
49.00,95.26,11.05,3.84,1.36,0.00,4.69
49.00,96.24,11.56,4.23,1.40,0.00,4.69
49.00,94.14,11.83,4.03,1.34,0.00,4.69
32.00,108.07,11.15,4.29,1.30,0.01,4.69
32.00,105.99,11.16,4.37,1.26,0.01,4.69
32.00,103.20,11.31,4.97,1.27,0.00,4.69
32.00,103.07,11.08,4.96,1.27,0.00,4.69
32.00,105.84,11.62,5.32,1.30,0.00,4.70
32.00,105.45,11.40,5.17,1.26,0.00,4.72
32.00,107.22,11.05,4.40,1.29,0.01,4.72
32.00,110.07,11.39,4.62,1.30,0.01,4.72
32.00,105.35,11.11,4.14,1.31,0.01,4.72
32.00,108.06,10.94,4.34,1.32,0.01,4.72
32.00,106.42,11.29,5.14,1.29,0.00,4.72
49.00,96.60,11.45,4.18,1.32,0.00,4.74
49.00,96.06,11.63,4.11,1.34,0.00,4.75
49.00,93.22,12.45,4.07,1.36,0.00,4.75
49.00,93.21,12.33,4.53,1.35,0.00,4.75
32.00,107.30,11.76,4.71,1.37,0.01,4.75
32.00,99.61,10.91,4.13,1.22,0.01,4.75
49.00,96.43,12.13,4.31,1.34,0.00,4.75
49.00,96.35,11.26,4.10,1.36,0.00,4.75
49.00,95.92,11.71,4.35,1.38,0.00,4.77
32.00,110.16,11.50,4.42,1.34,0.01,4.77
49.00,93.91,11.91,4.08,1.35,0.00,4.77
49.00,92.99,11.51,3.91,1.32,0.00,4.78
32.00,107.99,11.67,5.05,1.32,0.00,4.78
49.00,95.81,11.42,4.21,1.33,0.00,4.78
32.00,109.34,11.60,4.61,1.33,0.01,4.78
49.00,93.35,12.58,4.59,1.39,0.00,4.80
32.00,107.61,11.09,4.36,1.34,0.01,4.80
49.00,96.64,11.39,4.22,1.40,0.00,4.81
32.00,107.45,11.21,4.65,1.32,0.01,4.81
32.00,106.15,11.21,4.91,1.33,0.00,4.81
49.00,93.06,11.76,3.83,1.34,0.00,4.81
32.00,106.15,11.61,4.38,1.32,0.01,4.81
49.00,93.86,11.86,4.29,1.46,0.00,4.83
32.00,106.35,10.80,3.99,1.29,0.01,4.83
32.00,108.06,11.37,4.83,1.35,0.01,4.83
32.00,104.84,11.70,5.69,1.31,0.00,4.83
49.00,91.46,12.71,4.21,1.37,0.00,4.83
32.00,111.06,11.19,4.24,1.36,0.01,4.83
49.00,93.42,12.01,4.10,1.39,0.00,4.84
49.00,91.71,12.13,3.88,1.37,0.00,4.84
49.00,95.84,11.40,3.94,1.33,0.00,4.84
32.00,108.06,12.07,4.98,1.30,0.01,4.84
49.00,95.07,11.80,4.09,1.38,0.00,4.86
49.00,93.52,12.05,4.39,1.35,0.00,4.86
49.00,93.86,11.75,4.02,1.39,0.00,4.86
32.00,108.27,11.05,4.14,1.40,0.01,4.86
49.00,91.64,12.62,4.32,1.43,0.00,4.86
49.00,93.19,12.25,4.31,1.42,0.00,4.86
32.00,109.24,11.35,4.56,1.30,0.01,4.86
49.00,93.14,11.91,3.87,1.44,0.00,4.88
32.00,107.91,11.16,4.31,1.30,0.01,4.88
32.00,107.77,11.46,4.53,1.39,0.01,4.88
32.00,95.56,11.57,4.66,1.42,0.00,4.88
49.00,95.91,10.98,3.65,1.34,0.00,4.88
32.00,105.70,11.04,4.33,1.37,0.01,4.89
32.00,108.35,11.47,4.64,1.31,0.01,4.89
32.00,110.52,11.83,4.75,1.38,0.01,4.91
49.00,93.07,11.71,3.85,1.43,0.00,4.91
32.00,105.42,11.07,3.99,1.37,0.01,4.91
32.00,103.71,10.61,4.24,1.33,0.01,4.91
32.00,106.92,11.24,4.37,1.33,0.01,4.91
32.00,110.26,11.46,4.79,1.35,0.01,4.92
49.00,93.06,12.02,4.28,1.47,0.00,4.92
49.00,95.76,11.34,4.07,1.43,0.00,4.92
49.00,94.26,12.63,4.57,1.41,0.00,4.92
32.00,94.37,11.55,4.72,1.43,0.00,4.92
32.00,103.92,11.28,4.78,1.38,0.01,4.92
49.00,93.64,11.50,3.54,1.34,0.00,4.94
32.00,104.42,11.58,4.47,1.38,0.01,4.94
32.00,95.87,11.52,4.77,1.38,0.00,4.94
49.00,95.85,11.53,4.21,1.41,0.00,4.94
49.00,92.09,12.02,4.21,1.38,0.00,4.94
49.00,92.49,12.03,3.75,1.37,0.00,4.95
49.00,90.64,12.82,4.49,1.37,0.00,4.97
32.00,109.06,11.16,4.43,1.37,0.01,4.97
32.00,106.14,11.14,4.57,1.34,0.01,4.97
49.00,96.14,12.04,4.60,1.51,0.00,4.98
32.00,110.42,11.30,4.46,1.36,0.01,4.99
32.00,107.53,11.12,4.30,1.33,0.01,4.99
32.00,109.63,11.53,4.53,1.39,0.01,4.99
49.00,94.33,11.37,3.83,1.39,0.00,5.00
32.00,95.52,11.66,4.74,1.39,0.00,5.00
49.00,92.28,11.46,3.80,1.37,0.00,5.02
32.00,106.93,11.25,4.69,1.39,0.01,5.02
32.00,94.57,11.47,4.80,1.44,0.00,5.02
32.00,94.66,11.33,4.62,1.45,0.00,5.03
49.00,93.19,11.98,4.42,1.39,0.00,5.05
49.00,95.49,12.21,4.37,1.44,0.00,5.05
32.00,96.28,11.79,4.99,1.44,0.00,5.05
32.00,95.59,11.78,4.74,1.44,0.00,5.05
49.00,93.93,12.49,4.47,1.46,0.00,5.06
49.00,94.25,12.06,4.46,1.50,0.00,5.06
49.00,96.53,10.99,3.79,1.43,0.00,5.06
49.00,93.99,12.26,4.27,1.40,0.00,5.08
49.00,94.00,12.04,4.33,1.55,0.00,5.08
32.00,94.93,11.42,4.14,1.48,0.00,5.08
32.00,107.76,11.49,4.53,1.37,0.01,5.08
32.00,108.34,11.55,4.51,1.35,0.01,5.08
49.00,93.59,12.21,4.75,1.48,0.00,5.09
49.00,95.92,11.69,4.07,1.46,0.00,5.11
32.00,94.44,11.50,4.58,1.49,0.00,5.11
49.00,93.79,12.16,4.49,1.46,0.00,5.11
49.00,93.92,11.80,3.99,1.41,0.00,5.11
49.00,91.19,12.67,4.28,1.42,0.00,5.11
32.00,95.52,11.63,4.93,1.43,0.00,5.11
32.00,95.46,11.53,4.41,1.41,0.00,5.11
49.00,97.28,11.83,4.34,1.54,0.00,5.12
32.00,96.52,11.79,4.81,1.42,0.00,5.13
32.00,91.92,11.23,4.77,1.45,0.00,5.13
32.00,105.13,11.61,4.66,1.40,0.01,5.13
49.00,93.79,11.68,4.28,1.46,0.00,5.13
49.00,94.19,11.97,4.35,1.48,0.00,5.13
32.00,95.39,11.45,4.76,1.42,0.00,5.13
49.00,96.59,12.35,4.61,1.48,0.00,5.14
32.00,95.00,11.56,4.88,1.46,0.00,5.14
49.00,91.12,12.08,4.36,1.51,0.00,5.16
49.00,93.64,11.80,3.56,1.46,0.00,5.16
49.00,93.75,11.45,4.04,1.52,0.00,5.16
49.00,95.35,11.04,3.57,1.48,0.00,5.16
32.00,95.52,11.61,4.85,1.46,0.00,5.16
49.00,93.75,11.88,4.21,1.48,0.00,5.17
49.00,93.78,11.78,3.96,1.55,0.00,5.17
32.00,90.29,10.97,4.39,1.46,0.00,5.19
49.00,94.13,12.32,4.45,1.48,0.00,5.19
32.00,94.46,11.41,4.31,1.44,0.00,5.19
32.00,95.46,11.30,4.67,1.45,0.00,5.19
32.00,95.75,11.90,4.64,1.49,0.00,5.19
49.00,93.72,11.72,3.96,1.36,0.00,5.19
49.00,93.66,12.17,4.53,1.52,0.00,5.20
49.00,93.85,12.49,4.36,1.44,0.00,5.20
32.00,95.28,11.60,4.56,1.45,0.00,5.20
32.00,96.39,11.56,4.57,1.43,0.00,5.20
49.00,94.25,11.57,4.11,1.58,0.00,5.20
49.00,95.83,11.04,3.88,1.51,0.00,5.20
32.00,95.79,11.53,4.79,1.48,0.00,5.22
32.00,95.78,11.54,4.73,1.49,0.00,5.22
49.00,94.62,11.80,4.17,1.48,0.00,5.22
32.00,95.62,11.95,4.74,1.46,0.00,5.22
32.00,94.62,11.44,4.54,1.47,0.00,5.22
49.00,94.62,11.82,4.24,1.50,0.00,5.23
32.00,95.65,11.85,4.84,1.44,0.00,5.23
32.00,96.50,11.72,4.59,1.50,0.00,5.23
49.00,93.59,11.87,4.26,1.51,0.00,5.24
32.00,108.71,11.40,4.61,1.47,0.01,5.24
32.00,95.46,11.35,4.70,1.50,0.00,5.25
49.00,93.72,11.93,4.35,1.51,0.00,5.25
32.00,95.06,11.34,4.33,1.35,0.00,5.25
32.00,96.28,11.57,4.88,1.47,0.00,5.25
32.00,95.87,11.47,4.65,1.45,0.00,5.25
32.00,95.00,11.59,5.01,1.55,0.00,5.25
49.00,93.81,11.53,4.04,1.52,0.00,5.25
49.00,96.46,12.16,4.42,1.56,0.00,5.27
49.00,93.99,11.31,3.88,1.56,0.00,5.27
49.00,93.14,11.56,4.19,1.48,0.00,5.27
49.00,93.79,12.17,4.32,1.54,0.00,5.27
32.00,96.46,11.74,4.70,1.49,0.00,5.27
49.00,93.75,11.99,4.48,1.52,0.00,5.28
32.00,95.40,11.03,4.26,1.51,0.00,5.28
49.00,93.86,11.91,4.37,1.59,0.00,5.28
49.00,94.00,12.32,4.12,1.60,0.00,5.30
49.00,96.06,11.02,3.88,1.59,0.00,5.30
49.00,96.33,11.51,4.26,1.52,0.00,5.30
49.00,96.66,11.48,4.04,1.50,0.00,5.30
49.00,94.06,11.92,4.06,1.53,0.00,5.30
32.00,94.81,11.68,4.60,1.45,0.00,5.30
32.00,93.50,11.48,4.68,1.52,0.00,5.30
49.00,96.42,11.82,4.16,1.50,0.00,5.31
32.00,93.87,11.16,4.67,1.46,0.00,5.31
49.00,93.52,11.87,4.42,1.59,0.00,5.31
49.00,83.52,11.14,3.50,1.63,0.01,5.33
49.00,93.87,12.22,4.21,1.52,0.00,5.33
32.00,92.72,11.29,4.81,1.48,0.00,5.33
32.00,95.31,11.41,4.45,1.51,0.00,5.33
32.00,96.19,11.59,4.75,1.50,0.00,5.33
49.00,96.32,11.42,4.20,1.59,0.00,5.34
49.00,97.13,12.06,4.25,1.54,0.00,5.34
49.00,94.50,12.39,4.30,1.51,0.00,5.34
49.00,94.31,11.33,3.98,1.54,0.00,5.34
49.00,93.86,11.88,4.36,1.59,0.00,5.34
32.00,95.62,11.67,4.58,1.52,0.00,5.34
32.00,94.64,11.25,4.62,1.47,0.00,5.34
49.00,93.93,11.41,3.86,1.52,0.00,5.36
32.00,96.18,11.72,4.52,1.48,0.00,5.36
49.00,94.25,12.05,4.28,1.52,0.00,5.36
32.00,95.62,11.61,5.13,1.53,0.00,5.36
49.00,93.68,11.68,4.04,1.61,0.01,5.37
49.00,94.93,12.68,4.48,1.57,0.00,5.38
49.00,91.31,12.42,4.37,1.54,0.00,5.38
32.00,95.74,11.78,4.82,1.48,0.00,5.38
32.00,96.06,11.77,5.06,1.52,0.00,5.38
32.00,95.73,11.49,4.35,1.51,0.00,5.38
32.00,97.06,11.60,4.49,1.54,0.00,5.38
32.00,91.29,11.21,4.65,1.58,0.00,5.38
32.00,95.64,11.57,4.19,1.53,0.00,5.39
49.00,93.92,11.89,4.16,1.61,0.00,5.41
49.00,96.00,11.37,4.25,1.60,0.00,5.41
32.00,95.12,11.51,4.70,1.54,0.00,5.41
49.00,94.12,11.65,4.15,1.59,0.00,5.42
49.00,93.79,11.95,3.94,1.54,0.00,5.42
32.00,95.84,11.73,4.64,1.51,0.00,5.42
32.00,95.39,11.53,4.90,1.50,0.00,5.42
49.00,93.75,11.44,3.89,1.58,0.01,5.44
49.00,95.99,11.77,4.31,1.60,0.00,5.44
32.00,96.19,11.43,4.42,1.53,0.00,5.44
49.00,94.06,12.26,4.40,1.62,0.00,5.44
49.00,93.79,11.87,4.07,1.53,0.00,5.45
49.00,94.00,11.89,4.23,1.60,0.00,5.45
49.00,93.93,11.71,4.07,1.46,0.00,5.45
49.00,91.70,11.75,3.81,1.66,0.01,5.47
49.00,96.21,11.00,3.81,1.55,0.00,5.48
49.00,96.11,11.24,3.91,1.62,0.01,5.48
49.00,93.70,11.95,4.22,1.63,0.01,5.48
49.00,94.75,12.24,4.58,1.59,0.00,5.48
49.00,93.28,12.24,4.40,1.57,0.00,5.49
49.00,93.81,11.99,4.19,1.61,0.00,5.49
32.00,95.87,11.77,4.77,1.55,0.00,5.49
49.00,95.75,11.59,4.17,1.62,0.01,5.50
49.00,94.18,11.92,4.16,1.55,0.00,5.50
49.00,96.59,12.03,4.33,1.59,0.00,5.50
49.00,95.39,11.39,4.17,1.56,0.00,5.50
49.00,93.93,12.27,4.61,1.64,0.00,5.50
49.00,93.75,12.14,4.42,1.58,0.00,5.50
49.00,94.11,11.82,4.27,1.56,0.00,5.52
32.00,95.06,11.36,4.63,1.52,0.00,5.52
32.00,95.06,11.35,4.73,1.58,0.00,5.52
32.00,96.00,11.87,4.74,1.56,0.00,5.52
32.00,95.53,11.59,4.79,1.55,0.00,5.52
32.00,94.78,11.31,4.47,1.56,0.00,5.52
32.00,94.81,11.59,4.16,1.55,0.00,5.52
49.00,96.66,11.50,3.90,1.57,0.00,5.53
49.00,96.19,11.26,4.04,1.59,0.00,5.53
32.00,94.52,11.52,4.74,1.56,0.00,5.55
49.00,93.39,12.01,4.28,1.59,0.00,5.56
49.00,95.72,11.46,4.24,1.61,0.00,5.56
32.00,94.99,11.64,4.83,1.57,0.00,5.56
49.00,93.71,12.09,4.29,1.67,0.01,5.56
32.00,94.68,11.49,4.68,1.52,0.00,5.56
49.00,92.52,12.27,4.28,1.64,0.00,5.58
32.00,95.87,11.57,4.66,1.54,0.00,5.58
49.00,92.23,11.89,4.21,1.60,0.00,5.59
49.00,93.88,12.14,4.05,1.60,0.01,5.61
32.00,92.45,11.28,4.67,1.48,0.00,5.61
49.00,93.93,11.40,3.75,1.71,0.01,5.63
49.00,93.50,11.25,3.61,1.67,0.01,5.63
49.00,93.87,11.63,3.97,1.61,0.01,5.64
49.00,93.64,10.96,3.86,1.61,0.01,5.64
49.00,90.92,11.99,4.05,1.62,0.01,5.64
49.00,93.78,11.63,4.13,1.68,0.01,5.66
49.00,95.73,11.35,3.65,1.61,0.01,5.66
49.00,95.92,11.53,4.26,1.70,0.01,5.66
49.00,93.62,12.26,3.98,1.63,0.00,5.66
49.00,93.68,11.32,3.88,1.72,0.01,5.67
49.00,93.62,11.81,4.03,1.72,0.01,5.69
49.00,91.70,11.72,3.94,1.67,0.01,5.69
49.00,94.11,11.74,4.11,1.61,0.00,5.69
49.00,93.93,11.61,3.89,1.69,0.01,5.69
49.00,94.18,12.32,4.31,1.64,0.00,5.69
49.00,96.12,11.71,4.50,1.62,0.00,5.70
49.00,93.52,11.42,3.66,1.66,0.01,5.70
49.00,95.64,10.89,3.69,1.66,0.01,5.72
49.00,93.70,11.48,3.81,1.66,0.01,5.72
49.00,95.87,11.42,3.91,1.62,0.01,5.74
49.00,94.00,11.37,3.64,1.65,0.01,5.75
49.00,93.56,11.75,4.18,1.68,0.01,5.75
49.00,93.93,11.63,3.73,1.66,0.01,5.75
49.00,93.76,11.26,3.70,1.69,0.01,5.77
49.00,94.05,11.74,4.03,1.74,0.01,5.78
49.00,94.21,11.60,3.82,1.72,0.01,5.80
49.00,94.34,11.49,3.65,1.71,0.01,5.80
49.00,91.66,12.05,4.36,1.74,0.01,5.83
49.00,94.05,11.57,3.81,1.71,0.01,5.84
49.00,80.81,11.65,3.41,1.75,0.01,5.84
49.00,93.86,11.44,3.75,1.76,0.01,5.84
49.00,80.99,11.64,3.63,1.75,0.01,5.86
49.00,94.37,11.64,3.88,1.76,0.01,5.86
49.00,94.05,11.70,3.75,1.69,0.01,5.86
49.00,95.62,10.94,3.74,1.70,0.01,5.86
49.00,91.66,12.18,4.08,1.72,0.01,5.86
49.00,91.43,12.43,4.28,1.70,0.01,5.86
49.00,93.87,11.52,3.66,1.68,0.01,5.88
49.00,94.34,11.79,4.14,1.66,0.00,5.88
49.00,95.56,11.16,3.87,1.71,0.01,5.89
49.00,94.12,11.64,3.87,1.73,0.01,5.89
49.00,94.55,11.60,3.87,1.77,0.01,5.89
49.00,93.88,11.59,4.00,1.71,0.01,5.91
49.00,93.93,11.45,3.73,1.62,0.01,5.92
49.00,95.89,10.89,3.76,1.81,0.01,5.92
49.00,94.41,11.94,4.16,1.72,0.01,5.92
49.00,93.18,11.70,3.87,1.78,0.01,5.94
49.00,94.05,12.13,4.27,1.70,0.01,5.94
49.00,93.35,12.06,4.37,1.80,0.01,5.94
49.00,83.16,10.78,3.20,1.82,0.01,5.94
49.00,80.46,11.70,3.35,1.81,0.01,5.94
49.00,96.06,11.77,4.18,1.78,0.01,5.94
49.00,83.38,10.87,3.29,1.77,0.01,5.95
49.00,93.70,11.69,3.86,1.72,0.01,5.95
49.00,93.93,11.86,3.94,1.68,0.01,5.95
49.00,81.55,11.33,3.41,1.78,0.01,5.95
49.00,82.99,11.14,3.30,1.75,0.01,5.97
49.00,93.66,11.12,3.55,1.64,0.01,5.97
49.00,83.70,10.88,3.07,1.74,0.01,5.98
49.00,95.70,10.97,3.85,1.74,0.01,5.99
49.00,96.11,11.25,3.76,1.72,0.01,6.00
49.00,93.75,11.57,3.83,1.72,0.01,6.00
49.00,93.99,11.77,3.91,1.82,0.01,6.00
49.00,92.41,12.27,4.04,1.78,0.01,6.02
49.00,83.10,11.09,3.31,1.82,0.01,6.02
49.00,80.29,12.05,3.63,1.76,0.01,6.02
49.00,95.81,11.18,3.78,1.74,0.01,6.02
49.00,83.49,11.17,3.27,1.85,0.01,6.05
49.00,83.52,10.92,3.10,1.84,0.01,6.05
49.00,96.06,11.93,4.26,1.73,0.01,6.06
49.00,94.05,11.49,3.72,1.76,0.01,6.06
49.00,93.99,11.67,3.93,1.76,0.01,6.09
49.00,80.64,11.89,3.47,1.79,0.01,6.09
49.00,81.15,11.14,3.35,1.83,0.01,6.09
49.00,81.66,11.11,3.15,1.83,0.01,6.09
49.00,83.49,10.89,3.07,1.78,0.01,6.11
49.00,83.66,11.44,3.40,1.79,0.01,6.11
49.00,95.87,11.26,3.85,1.80,0.01,6.11
49.00,81.54,11.40,3.44,1.78,0.01,6.11
49.00,94.58,11.88,4.03,1.74,0.01,6.13
49.00,80.61,11.47,3.35,1.79,0.01,6.13
49.00,79.04,11.13,3.29,1.85,0.01,6.14
49.00,95.77,11.22,3.81,1.79,0.01,6.14
49.00,81.99,10.52,3.07,1.79,0.01,6.16
49.00,95.87,11.73,4.17,1.77,0.01,6.16
49.00,83.29,11.32,3.35,1.80,0.01,6.16
49.00,80.70,11.27,3.14,1.89,0.01,6.16
49.00,80.50,11.19,3.16,1.80,0.01,6.17
49.00,83.37,11.16,3.13,1.77,0.01,6.17
49.00,81.46,11.03,3.23,1.86,0.01,6.17
49.00,81.55,11.34,3.21,1.84,0.01,6.17
49.00,80.72,11.19,3.27,1.81,0.01,6.17
49.00,83.46,10.86,3.06,1.88,0.01,6.19
49.00,93.99,11.30,3.55,1.73,0.01,6.19
49.00,82.39,11.16,3.24,1.91,0.01,6.19
49.00,81.72,10.94,3.19,1.91,0.01,6.20
49.00,81.38,11.19,3.18,1.81,0.01,6.20
49.00,80.55,11.51,3.36,1.83,0.01,6.20
49.00,81.30,11.34,3.32,1.85,0.01,6.20
49.00,80.66,11.35,3.16,1.82,0.01,6.20
49.00,80.55,11.87,3.11,1.79,0.01,6.22
49.00,83.34,10.89,3.18,1.88,0.01,6.22
49.00,80.99,11.57,3.38,1.81,0.01,6.23
49.00,83.20,11.38,3.35,1.81,0.01,6.24
49.00,82.93,11.00,3.09,1.84,0.01,6.25
49.00,80.37,11.93,3.39,1.79,0.01,6.25
49.00,80.88,11.12,3.13,1.82,0.01,6.25
49.00,83.15,11.17,3.17,1.86,0.01,6.27
49.00,83.30,10.84,3.01,1.93,0.01,6.27
49.00,79.36,11.43,3.23,1.83,0.01,6.27
49.00,83.55,11.21,3.22,1.83,0.01,6.28
49.00,83.44,11.00,3.04,1.80,0.01,6.28
49.00,81.16,11.03,3.04,1.84,0.01,6.28
49.00,81.22,10.97,2.99,1.90,0.01,6.28
49.00,81.15,11.02,3.09,1.93,0.01,6.30
49.00,80.57,11.94,3.57,1.87,0.01,6.30
49.00,82.88,11.14,3.23,1.83,0.01,6.30
49.00,81.31,11.74,3.37,1.83,0.01,6.31
49.00,84.04,10.86,3.09,1.88,0.01,6.31
49.00,81.72,11.12,3.08,1.87,0.01,6.31
49.00,80.83,11.74,3.33,1.87,0.01,6.34
49.00,83.49,11.08,3.01,1.83,0.01,6.38
49.00,80.60,11.36,3.35,1.87,0.01,6.39
49.00,81.44,11.18,3.08,1.93,0.01,6.39
49.00,80.46,11.14,3.20,1.86,0.01,6.41
49.00,81.09,10.91,3.11,1.85,0.01,6.41
49.00,82.77,11.29,3.16,1.88,0.01,6.41
49.00,80.94,11.47,3.21,1.87,0.01,6.41
49.00,83.04,10.97,3.25,1.90,0.01,6.44
49.00,80.61,11.32,3.15,1.88,0.01,6.47
49.00,82.52,11.54,3.44,1.87,0.01,6.53
49.00,81.17,11.45,3.08,1.88,0.01,6.55
49.00,80.66,11.34,3.05,1.91,0.01,6.58
49.00,83.55,10.93,3.06,1.95,0.01,6.58
21.00,0.00,0.00,1.22,2.46,0.00,11.95
21.00,0.00,0.00,1.54,2.73,0.00,12.17
21.00,74.66,11.00,4.89,2.28,0.00,12.61
32.00,0.00,0.00,0.00,1.52,0.00,12.81
32.00,105.66,11.33,4.58,3.80,0.00,12.81
32.00,107.66,13.83,4.63,3.40,0.01,13.05
26.00,108.33,15.37,5.49,3.47,0.00,13.14
49.00,89.79,13.06,3.64,3.49,0.00,14.08
49.00,96.19,11.30,3.69,3.82,0.00,14.28
21.00,103.12,13.36,5.00,4.02,0.00,14.31
32.00,94.88,11.92,4.46,4.09,0.00,14.58
32.00,110.36,13.56,5.40,4.17,0.01,14.73
21.00,102.62,13.12,5.12,4.00,0.00,14.80
21.00,101.66,11.99,4.35,3.81,0.00,14.80
21.00,110.99,12.75,4.27,3.79,0.01,14.86
21.00,103.62,13.46,4.53,3.71,0.00,15.02
21.00,94.86,11.22,3.91,4.24,0.01,15.02
49.00,98.88,11.71,3.96,4.01,0.01,15.03
21.00,95.77,11.54,4.16,4.24,0.01,15.05
32.00,102.87,13.65,5.65,4.19,0.00,15.11
21.00,100.66,12.77,4.16,3.83,0.00,15.17
32.00,102.22,11.02,5.21,4.28,0.00,15.95
21.00,97.35,11.59,4.70,4.53,0.00,16.06
21.00,102.91,10.83,4.17,4.70,0.00,16.08
21.00,99.99,11.54,4.81,4.74,0.00,16.19
21.00,98.83,11.49,4.76,4.71,0.00,16.36
21.00,98.08,11.43,4.22,4.68,0.00,16.41
21.00,102.49,11.21,4.25,4.63,0.00,16.52
26.00,101.50,12.66,4.32,4.65,0.01,16.52
26.00,103.64,12.31,4.30,4.75,0.01,16.53
49.00,80.99,11.47,3.20,4.76,0.01,16.55
26.00,107.41,11.77,4.07,4.77,0.01,16.65
21.00,94.22,12.65,4.70,4.62,0.00,16.66
26.00,104.41,11.44,4.11,4.33,0.01,16.75
26.00,107.49,11.35,4.32,4.96,0.01,16.97
32.00,107.50,11.73,4.76,4.70,0.01,17.02
49.00,95.39,11.43,4.10,4.99,0.01,17.04
26.00,104.66,14.40,4.69,4.25,0.01,17.22
26.00,105.87,11.60,4.08,4.92,0.01,17.31
32.00,108.05,12.26,5.08,4.69,0.01,17.38
32.00,104.15,12.07,4.95,4.79,0.01,17.52
32.00,109.11,13.29,5.58,4.79,0.01,17.72
21.00,105.33,12.67,2.65,4.30,0.00,17.89
21.00,105.57,11.33,4.15,5.01,0.00,18.05
26.00,111.99,12.60,2.61,3.65,0.01,18.13
21.00,101.42,11.73,4.46,5.21,0.00,18.22
21.00,121.19,13.78,5.06,4.52,0.01,18.45
21.00,97.85,12.16,3.61,5.22,0.00,19.17
32.00,109.62,12.32,3.97,5.42,0.01,19.94
49.00,94.36,12.05,3.72,5.38,0.00,20.06
32.00,106.71,10.98,4.28,5.00,0.01,20.30
